epcho,loss,acc
1078,0.025850687,1.0
1079,0.018659601,1.0
1080,0.027180353,0.99375
1081,0.024470216,1.0
1082,0.035182588,0.996875
1083,0.026356637,0.996875
1084,0.027184313,0.996875
1085,0.023367682,1.0
1086,0.026210591,0.99375
1087,0.026359364,0.996875
1088,0.026067179,0.996875
1089,0.037895814,0.99375
1090,0.021663511,0.996875
1091,0.032898933,0.99375
1092,0.023590868,1.0
1093,0.021933248,1.0
1094,0.027267788,1.0
1095,0.042060267,1.0
1096,0.021924935,0.996875
1097,0.027560875,1.0
1098,0.032405443,0.99375
1099,0.01952299,0.996875
1100,0.03807054,0.99375
1101,0.03144897,0.996875
1102,0.020677706,1.0
1103,0.024596287,0.996875
1104,0.031763542,0.996875
1105,0.027576089,1.0
1106,0.031053618,0.996875
1107,0.032199882,0.99375
1108,0.037791688,0.996875
1109,0.0242724,0.996875
1110,0.019086193,1.0
1111,0.023962416,1.0
1112,0.016492598,1.0
1113,0.023442194,0.996875
1114,0.015962504,1.0
1115,0.0204555,0.996875
1116,0.02423052,0.99375
1117,0.02285835,1.0
1118,0.021838741,1.0
1119,0.018892253,1.0
1120,0.032096125,0.990625
1121,0.0238876,1.0
1122,0.028472323,1.0
1123,0.029839475,0.99375
1124,0.028151551,0.996875
1125,0.021575741,0.99375
1126,0.022400614,0.996875
1127,0.033336677,0.99375
1128,0.024981206,1.0
1129,0.028118461,0.99375
1130,0.017588032,1.0
1131,0.02181821,0.996875
1132,0.023621354,0.996875
1133,0.032119315,1.0
1134,0.02744183,0.996875
1135,0.02023794,1.0
1136,0.011719113,1.0
1137,0.030035507,0.99375
1138,0.026515018,0.99375
1139,0.017704437,1.0
1140,0.027165648,1.0
1141,0.021472087,0.99375
1142,0.020041298,1.0
1143,0.025262201,0.990625
1144,0.02049752,1.0
1145,0.028092092,0.99375
1146,0.027193557,0.996875
1147,0.018765237,1.0
1148,0.018918801,1.0
1149,0.018291509,1.0
1150,0.021780536,1.0
1151,0.023636598,0.996875
1152,0.026995886,0.996875
1153,0.023508668,0.996875
1154,0.021259021,1.0
1155,0.014828104,0.99375
1156,0.022914762,0.996875
1157,0.018061236,1.0
1158,0.016210508,1.0
1159,0.03286495,0.990625
1160,0.024364997,0.99375
1161,0.019397017,1.0
1162,0.013752738,1.0
1163,0.027831677,0.996875
1164,0.02041681,1.0
1165,0.017614659,1.0
1166,0.024851274,0.99375
1167,0.016683672,1.0
1168,0.017707203,1.0
1169,0.01986042,0.996875
1170,0.016451005,1.0
1171,0.01435904,1.0
1172,0.021817844,1.0
1173,0.01580533,0.996875
1174,0.028217828,0.99375
1175,0.023385316,0.99375
1176,0.020474087,1.0
1177,0.017342972,1.0
1178,0.020763794,0.99375
1179,0.018809494,1.0
1180,0.025705004,0.99375
1181,0.015406546,1.0
1182,0.02285928,1.0
1183,0.022642488,0.996875
1184,0.016404605,1.0
1185,0.027207728,0.99375
1186,0.030051485,0.99375
1187,0.019769935,0.996875
1188,0.016292125,1.0
1189,0.015280388,0.996875
1190,0.020695578,1.0
1191,0.016926074,1.0
1192,0.017448958,1.0
1193,0.026378244,0.990625
1194,0.014791655,1.0
1195,0.019607576,1.0
1196,0.012884011,1.0
1197,0.016350549,1.0
1198,0.030325389,0.99375
1199,0.021413708,1.0
1200,0.024437612,1.0
1201,0.0186419,0.99375
1202,0.01625428,1.0
1203,0.0276353,0.990625
1204,0.018190067,1.0
1205,0.017259661,0.996875
1206,0.019210096,0.99375
1207,0.016428988,0.996875
1208,0.022203473,0.990625
1209,0.02396822,0.996875
1210,0.012473331,1.0
1211,0.013873016,1.0
1212,0.021035371,1.0
1213,0.017475488,1.0
1214,0.01840434,1.0
1215,0.036821473,0.9875
1216,0.01742524,1.0
1217,0.024188504,0.996875
1218,0.010543754,1.0
1219,0.015560353,1.0
1220,0.015470614,1.0
1221,0.016501699,1.0
1222,0.02535982,0.99375
1223,0.012808618,1.0
1224,0.02852827,0.99375
1225,0.017729325,1.0
1226,0.019966278,1.0
1227,0.016238114,0.996875
1228,0.019079536,0.996875
1229,0.015795747,1.0
1230,0.023648914,1.0
1231,0.01806463,1.0
1232,0.019724024,0.996875
1233,0.018628493,0.996875
1234,0.01619007,1.0
1235,0.018125439,1.0
1236,0.015779544,1.0
1237,0.019672927,0.996875
1238,0.013799861,1.0
1239,0.014944928,1.0
1240,0.016933482,1.0
1241,0.01669529,0.996875
1242,0.017067898,1.0
1243,0.009947712,1.0
1244,0.016967112,1.0
1245,0.016537374,1.0
1246,0.017714266,1.0
1247,0.01765289,1.0
1248,0.019751133,1.0
1249,0.013718238,0.996875
1250,0.026581073,0.99375
1251,0.022205662,0.99375
1252,0.014973161,0.996875
1253,0.030596215,0.99375
1254,0.014975491,1.0
1255,0.012846845,1.0
1256,0.03268684,0.984375
1257,0.013324787,1.0
1258,0.03211109,0.99375
1259,0.018677454,1.0
1260,0.012837025,1.0
1261,0.014690451,1.0
1262,0.019025208,0.996875
1263,0.01970951,0.996875
1264,0.0127163995,1.0
1265,0.0141750965,1.0
1266,0.012980863,1.0
1267,0.021194115,0.996875
1268,0.015957233,0.996875
1269,0.02422921,0.99375
1270,0.02242275,0.99375
1271,0.015042236,1.0
1272,0.017334176,1.0
1273,0.011054508,1.0
1274,0.020904873,0.99375
1275,0.0077850325,1.0
1276,0.011102051,1.0
1277,0.010803128,1.0
1278,0.013649503,1.0
1279,0.018388173,1.0
1280,0.015090281,0.996875
1281,0.015378025,1.0
1282,0.013253311,0.996875
1283,0.009632109,1.0
1284,0.0126076965,1.0
1285,0.01743564,0.996875
1286,0.015016978,1.0
1287,0.019837037,0.99375
1288,0.015319484,1.0
1289,0.017580766,1.0
1290,0.012038311,1.0
1291,0.018635217,0.99375
1292,0.016485298,1.0
1293,0.012231219,1.0
1294,0.011655425,1.0
1295,0.0104472395,1.0
1296,0.014100485,1.0
1297,0.013411345,0.996875
1298,0.012976443,1.0
1299,0.012359976,0.996875
1300,0.01627409,1.0
1301,0.02206487,0.99375
1302,0.020475363,0.996875
1303,0.0136084035,1.0
1304,0.013857405,0.996875
1305,0.008143132,1.0
1306,0.010622789,1.0
1307,0.014191622,1.0
1308,0.0128996745,1.0
1309,0.00842239,1.0
1310,0.01992775,0.996875
1311,0.009657338,1.0
1312,0.01643683,1.0
1313,0.015691422,1.0
1314,0.010445112,1.0
1315,0.010708496,1.0
1316,0.016392138,1.0
1317,0.012907411,1.0
1318,0.012255171,1.0
1319,0.009136146,1.0
1320,0.011446925,1.0
1321,0.015814306,1.0
1322,0.01217084,1.0
1323,0.012948972,1.0
1324,0.011320802,1.0
1325,0.017523631,0.996875
1326,0.013375792,1.0
1327,0.011582167,1.0
1328,0.012995042,1.0
1329,0.009777739,1.0
1330,0.01435827,1.0
1331,0.009704393,1.0
1332,0.0115275625,1.0
1333,0.017303292,1.0
1334,0.008494606,1.0
1335,0.007747813,1.0
1336,0.0116023505,1.0
1337,0.009789069,1.0
1338,0.013002172,0.996875
1339,0.010602869,1.0
1340,0.013848111,1.0
1341,0.01027043,1.0
1342,0.008506147,1.0
1343,0.016037058,0.996875
1344,0.012242558,1.0
1345,0.02338303,0.996875
1346,0.015158588,0.996875
1347,0.009331459,1.0
1348,0.011574698,1.0
1349,0.008262846,1.0
1350,0.022167424,0.99375
1351,0.021821398,0.990625
1352,0.012836116,0.996875
1353,0.014292665,0.996875
1354,0.022468984,0.99375
1355,0.011337166,0.996875
1356,0.012421453,0.996875
1357,0.014042547,1.0
1358,0.012008013,1.0
1359,0.018535871,0.996875
1360,0.008529561,1.0
1361,0.020338356,0.996875
1362,0.01224107,0.996875
1363,0.011118522,1.0
1364,0.015986627,0.996875
1365,0.021792095,0.99375
1366,0.017687043,0.996875
1367,0.012425986,1.0
1368,0.010934836,0.996875
1369,0.011733988,0.99375
1370,0.012781655,0.996875
1371,0.013494128,1.0
1372,0.0114293415,1.0
1373,0.009690211,1.0
1374,0.00729061,1.0
1375,0.0109467,1.0
1376,0.012261917,0.996875
1377,0.009622165,1.0
1378,0.0142012285,0.996875
1379,0.009720987,0.996875
1380,0.009674145,1.0
1381,0.013355568,0.996875
1382,0.008290319,1.0
1383,0.009624222,1.0
1384,0.014488259,1.0
1385,0.010587878,1.0
1386,0.0059590316,1.0
1387,0.010939175,1.0
1388,0.0136098,1.0
1389,0.014054122,0.99375
1390,0.011021192,1.0
1391,0.012882849,0.996875
1392,0.0142739285,1.0
1393,0.0131608965,1.0
1394,0.010896591,1.0
1395,0.009421121,1.0
1396,0.019226268,0.996875
1397,0.022254989,0.99375
1398,0.008325512,1.0
1399,0.009346371,1.0
1400,0.017155278,0.996875
1401,0.009668897,1.0
1402,0.010540497,1.0
1403,0.013993633,1.0
1404,0.009404495,1.0
1405,0.015082669,0.996875
1406,0.019291705,0.99375
1407,0.01254156,1.0
1408,0.009522097,1.0
1409,0.00818005,1.0
1410,0.010059206,1.0
1411,0.018128306,0.996875
1412,0.019065863,0.99375
1413,0.012090599,1.0
1414,0.01033408,1.0
1415,0.009765858,1.0
1416,0.01387954,0.996875
1417,0.011578351,1.0
1418,0.008299214,1.0
1419,0.016413001,0.99375
1420,0.011628004,0.996875
1421,0.007562821,1.0
1422,0.009205458,0.996875
1423,0.0101511525,1.0
1424,0.012455344,1.0
1425,0.01167328,1.0
1426,0.013831174,0.996875
1427,0.0099969525,1.0
1428,0.009675836,1.0
1429,0.006302028,1.0
1430,0.014633909,1.0
1431,0.011077102,1.0
1432,0.010397596,1.0
1433,0.013661794,1.0
1434,0.014046627,0.996875
1435,0.016588332,0.996875
1436,0.012496342,0.996875
1437,0.014274096,0.99375
1438,0.009221518,1.0
1439,0.019712236,0.99375
1440,0.013029966,1.0
1441,0.0076487125,1.0
1442,0.008118474,1.0
1443,0.014723888,0.996875
1444,0.00711544,1.0
1445,0.00893486,1.0
1446,0.0098594995,1.0
1447,0.013606328,0.996875
1448,0.008379924,1.0
1449,0.0071389936,1.0
1450,0.011725191,1.0
1451,0.014396066,0.996875
1452,0.01162711,1.0
1453,0.012801424,1.0
1454,0.009578076,1.0
1455,0.012844202,0.99375
1456,0.0070486655,1.0
1457,0.016349057,1.0
1458,0.0108224545,1.0
1459,0.012029467,0.996875
1460,0.0059185787,1.0
1461,0.0091134105,1.0
1462,0.009722054,1.0
1463,0.008855837,1.0
1464,0.005765207,1.0
1465,0.010703566,1.0
1466,0.008336345,0.996875
1467,0.009876813,1.0
1468,0.0096364105,1.0
1469,0.00801299,1.0
1470,0.01279334,1.0
1471,0.011079091,1.0
1472,0.0071875593,1.0
1473,0.008607303,1.0
1474,0.009456691,0.996875
1475,0.014272991,0.996875
1476,0.0080236355,1.0
1477,0.0069343573,1.0
1478,0.0075289058,1.0
1479,0.0067488803,1.0
1480,0.009206806,1.0
1481,0.019154351,0.996875
1482,0.014644916,0.996875
1483,0.007488371,1.0
1484,0.009296301,1.0
1485,0.0074005127,1.0
1486,0.007775358,1.0
1487,0.008197117,1.0
1488,0.011667943,1.0
1489,0.005208344,1.0
1490,0.008908013,1.0
1491,0.006882295,1.0
1492,0.014566207,1.0
1493,0.0075772493,1.0
1494,0.009428414,1.0
1495,0.0077532018,1.0
1496,0.0075170817,1.0
1497,0.0077759484,1.0
1498,0.009201879,1.0
1499,0.010525237,1.0
1500,0.008945465,1.0
1501,0.007858033,1.0
1502,0.009611459,0.996875
1503,0.004691046,1.0
1504,0.008811891,0.996875
1505,0.0088737635,1.0
1506,0.006790781,1.0
1507,0.008063199,1.0
1508,0.0064285463,1.0
1509,0.007066627,1.0
1510,0.0060060546,1.0
1511,0.009184213,1.0
1512,0.006464763,1.0
1513,0.007808463,1.0
1514,0.0062955306,1.0
1515,0.006192323,1.0
1516,0.004925969,1.0
1517,0.011495473,0.996875
1518,0.0072858804,1.0
1519,0.008185795,1.0
1520,0.008225592,1.0
1521,0.006340927,1.0
1522,0.008106758,1.0
1523,0.0054824175,1.0
1524,0.0057158135,1.0
1525,0.0088591445,1.0
1526,0.0098611945,0.996875
1527,0.010633034,1.0
1528,0.006565691,1.0
1529,0.0089225825,1.0
1530,0.0061947796,1.0
1531,0.00913348,1.0
1532,0.005881444,1.0
1533,0.0107398275,1.0
1534,0.005360631,1.0
1535,0.005815457,1.0
1536,0.0060476833,1.0
1537,0.010673386,0.996875
1538,0.008083118,1.0
1539,0.010413984,0.996875
1540,0.008799896,1.0
1541,0.008431902,1.0
1542,0.008565562,1.0
1543,0.006646407,1.0
1544,0.009063398,0.996875
1545,0.010987061,1.0
1546,0.003035919,1.0
1547,0.019569293,0.990625
1548,0.010572339,0.996875
1549,0.006674213,1.0
1550,0.006265865,1.0
1551,0.004159386,1.0
1552,0.0055732927,1.0
1553,0.00654801,1.0
1554,0.0075629232,1.0
1555,0.0060657216,1.0
1556,0.006208919,1.0
1557,0.007059841,1.0
1558,0.009252722,0.996875
1559,0.007923814,1.0
1560,0.011680011,0.99375
1561,0.0053192833,1.0
1562,0.004467019,1.0
1563,0.0049085803,1.0
1564,0.006088895,1.0
1565,0.0055746916,1.0
1566,0.0031926415,1.0
1567,0.008273261,0.996875
1568,0.004240816,1.0
1569,0.008415075,1.0
1570,0.007561355,1.0
1571,0.005821556,1.0
1572,0.007331411,1.0
1573,0.008062823,1.0
1574,0.011705893,0.996875
1575,0.0055405097,1.0
1576,0.0054236967,1.0
1577,0.0057814755,1.0
1578,0.0057571656,1.0
1579,0.0063952366,1.0
1580,0.004923161,1.0
1581,0.0060729412,1.0
1582,0.0066550686,1.0
1583,0.007673307,1.0
1584,0.0050126985,1.0
1585,0.0061194105,1.0
1586,0.010972056,1.0
1587,0.009413253,1.0
1588,0.006645687,1.0
1589,0.014611314,0.996875
1590,0.009451129,1.0
1591,0.0108171655,1.0
1592,0.008189298,0.996875
1593,0.008766561,0.996875
1594,0.0065870797,1.0
1595,0.0075548403,1.0
1596,0.010780075,0.996875
1597,0.0065255896,1.0
1598,0.010556546,1.0
1599,0.0055111786,1.0
1600,0.0114328,1.0
1601,0.0045869676,1.0
1602,0.0065720305,1.0
1603,0.0056298105,1.0
1604,0.00805814,1.0
1605,0.008235809,1.0
1606,0.006577775,1.0
1607,0.012204197,1.0
1608,0.0065550706,1.0
1609,0.008444848,0.996875
1610,0.007821476,1.0
1611,0.0069597187,1.0
1612,0.00716195,1.0
1613,0.006243715,1.0
1614,0.0059442017,1.0
1615,0.0033036626,1.0
1616,0.0047534406,1.0
1617,0.0073083825,0.996875
1618,0.005756152,1.0
1619,0.0067236414,1.0
1620,0.008117818,1.0
1621,0.007391177,1.0
1622,0.008458659,0.996875
1623,0.008983125,1.0
1624,0.00607055,1.0
1625,0.0071118646,1.0
1626,0.007270775,1.0
1627,0.0057406947,1.0
1628,0.0059211156,1.0
1629,0.007400824,1.0
1630,0.0070325183,1.0
1631,0.007020396,1.0
1632,0.006123657,1.0
1633,0.008955578,0.996875
1634,0.009543729,0.996875
1635,0.008691721,1.0
1636,0.006439177,1.0
1637,0.0073119802,1.0
1638,0.011276061,1.0
1639,0.007030827,1.0
1640,0.00474992,1.0
1641,0.0060305153,1.0
1642,0.0023426122,1.0
1643,0.0050287163,1.0
1644,0.0040210183,1.0
1645,0.007795705,1.0
1646,0.0039387094,1.0
1647,0.0058335466,1.0
1648,0.0053012013,1.0
1649,0.005668341,1.0
1650,0.008306359,1.0
1651,0.005591892,1.0
1652,0.0041544847,1.0
1653,0.002911877,1.0
1654,0.0069624214,1.0
1655,0.0049419375,1.0
1656,0.0037573786,1.0
1657,0.0037432439,1.0
1658,0.0029936756,1.0
1659,0.0037213583,1.0
1660,0.0063241655,0.996875
1661,0.008659145,0.996875
1662,0.0059574833,1.0
1663,0.0070158415,1.0
1664,0.0050613694,1.0
1665,0.0038484633,1.0
1666,0.0044201156,1.0
1667,0.0038817294,1.0
1668,0.0070231827,1.0
1669,0.0069486634,1.0
1670,0.0052062785,1.0
1671,0.0044702,1.0
1672,0.005146863,1.0
1673,0.0050582387,1.0
1674,0.006456691,1.0
1675,0.004266319,1.0
1676,0.0052875504,1.0
1677,0.0050413236,1.0
1678,0.009717792,0.996875
1679,0.0048300317,1.0
1680,0.005195911,1.0
1681,0.0034887637,1.0
1682,0.0040884083,1.0
1683,0.0053635766,1.0
1684,0.006137652,1.0
1685,0.0038388656,1.0
1686,0.0024211598,1.0
1687,0.003654974,1.0
1688,0.0054568513,1.0
1689,0.007988003,1.0
1690,0.0041360804,1.0
1691,0.0048110522,1.0
1692,0.0053762323,1.0
1693,0.0044130543,1.0
1694,0.0057455674,1.0
1695,0.007367854,1.0
1696,0.004782433,1.0
1697,0.0066205384,1.0
1698,0.008715372,0.996875
1699,0.007290378,1.0
1700,0.0051218756,1.0
1701,0.007051079,1.0
1702,0.009821234,0.996875
1703,0.0056758868,1.0
1704,0.004229682,1.0
1705,0.003601079,1.0
1706,0.0044449605,1.0
1707,0.0047058067,1.0
1708,0.003208651,1.0
1709,0.0065175085,1.0
1710,0.009784548,0.99375
1711,0.004360096,1.0
1712,0.003984061,1.0
1713,0.0035353513,1.0
1714,0.0031311815,1.0
1715,0.0082881525,0.996875
1716,0.0075404793,1.0
1717,0.0049495557,1.0
1718,0.0054061012,1.0
1719,0.0048899907,1.0
1720,0.0055878246,1.0
1721,0.003756073,1.0
1722,0.0033766548,1.0
1723,0.00568033,1.0
1724,0.005536763,1.0
1725,0.006901644,1.0
1726,0.004193641,1.0
1727,0.003788979,1.0
1728,0.0050905338,1.0
1729,0.0044673206,1.0
1730,0.0062879594,1.0
1731,0.0067061954,1.0
1732,0.004251641,1.0
1733,0.0032197305,1.0
1734,0.0032624186,1.0
1735,0.0043212967,1.0
1736,0.006108931,0.996875
1737,0.0074748793,1.0
1738,0.004476849,1.0
1739,0.004683825,1.0
1740,0.003019691,1.0
1741,0.0035196666,1.0
1742,0.0036608248,1.0
1743,0.0028809223,1.0
1744,0.0038740318,1.0
1745,0.0029603776,1.0
1746,0.004231085,1.0
1747,0.004335411,1.0
1748,0.00320973,1.0
1749,0.00313738,1.0
1750,0.0028415113,1.0
1751,0.0035750524,1.0
1752,0.0032005906,1.0
1753,0.0047376184,1.0
1754,0.0032956607,1.0
1755,0.0032531521,1.0
1756,0.006217514,1.0
1757,0.0043275943,1.0
1758,0.0035209314,1.0
1759,0.0030963323,1.0
1760,0.0029300863,1.0
1761,0.0046025775,1.0
1762,0.0034209858,1.0
1763,0.0042721303,1.0
1764,0.0036485917,1.0
1765,0.0038449808,1.0
1766,0.0039986903,1.0
1767,0.0043361112,1.0
1768,0.004304585,1.0
1769,0.004519902,1.0
1770,0.0043456657,1.0
1771,0.0035359717,1.0
1772,0.007936476,0.996875
1773,0.0043849177,1.0
1774,0.0033857538,1.0
1775,0.0032134862,1.0
1776,0.002688498,1.0
1777,0.0032609596,1.0
1778,0.004318897,1.0
1779,0.0039924257,1.0
1780,0.007840884,1.0
1781,0.004406234,1.0
1782,0.0039583724,1.0
1783,0.0026985893,1.0
1784,0.0040058373,1.0
1785,0.0013729119,1.0
1786,0.0072025135,1.0
1787,0.007418394,0.996875
1788,0.004408571,1.0
1789,0.003973017,1.0
1790,0.0027692853,1.0
1791,0.0029310142,1.0
1792,0.002939795,1.0
1793,0.002889148,1.0
1794,0.0035759595,1.0
1795,0.0039528804,1.0
1796,0.0046791798,1.0
1797,0.0030215285,1.0
1798,0.002244039,1.0
1799,0.006458794,1.0
1800,0.0053160717,1.0
1801,0.0022581327,1.0
1802,0.0069758906,0.996875
1803,0.0022233024,1.0
1804,0.006755393,0.996875
1805,0.0042927484,1.0
1806,0.0029577564,1.0
1807,0.004062444,1.0
1808,0.0032438457,1.0
1809,0.0042204624,1.0
1810,0.0036057583,1.0
1811,0.0032684184,1.0
1812,0.0030357544,1.0
1813,0.0059176236,1.0
1814,0.00344306,1.0
1815,0.00319079,1.0
1816,0.002851639,1.0
1817,0.0044012405,1.0
1818,0.0036169179,1.0
1819,0.0035468135,1.0
1820,0.008739178,0.996875
1821,0.004640502,1.0
1822,0.0028755579,1.0
1823,0.002526119,1.0
1824,0.0036258982,1.0
1825,0.0064634485,0.996875
1826,0.0047682812,1.0
1827,0.0046167197,1.0
1828,0.0037984303,1.0
1829,0.0054751798,1.0
1830,0.009540735,0.99375
1831,0.003283178,1.0
1832,0.009879167,0.996875
1833,0.00579165,1.0
1834,0.003481698,1.0
1835,0.0044354433,1.0
1836,0.004780703,1.0
1837,0.0046131434,1.0
1838,0.003414277,1.0
1839,0.004030199,1.0
1840,0.0026355262,1.0
1841,0.004046087,1.0
1842,0.005937242,1.0
1843,0.0026097707,1.0
1844,0.0023618801,1.0
1845,0.003836222,1.0
1846,0.0024418358,1.0
1847,0.0024293358,1.0
1848,0.006393687,1.0
1849,0.0054080323,1.0
1850,0.0047734105,0.996875
1851,0.0050391103,1.0
1852,0.0033402755,1.0
1853,0.0038682043,1.0
1854,0.0045720446,1.0
1855,0.0032469823,1.0
1856,0.004423447,1.0
1857,0.0030685605,1.0
1858,0.005051083,1.0
1859,0.0026575867,1.0
1860,0.011248736,0.99375
1861,0.0034447047,1.0
1862,0.0023151431,1.0
1863,0.0050796107,0.996875
1864,0.0018386433,1.0
1865,0.0088145025,0.996875
1866,0.0036428801,1.0
1867,0.00443565,1.0
1868,0.002152418,1.0
1869,0.0048531643,1.0
1870,0.0028251074,1.0
1871,0.0034599758,1.0
1872,0.0031778696,1.0
1873,0.008778663,0.996875
1874,0.011391146,0.996875
1875,0.0034183576,1.0
1876,0.0030053314,1.0
1877,0.0020269107,1.0
1878,0.0030633311,1.0
1879,0.0048783245,0.996875
1880,0.0035663922,1.0
1881,0.0033265948,1.0
1882,0.0051753838,0.996875
1883,0.003774951,1.0
1884,0.0024137285,1.0
1885,0.004019817,1.0
1886,0.0017814577,1.0
1887,0.0024351585,1.0
1888,0.003453426,1.0
1889,0.0031534848,1.0
1890,0.0043527842,1.0
1891,0.0035397601,1.0
1892,0.0054800054,0.996875
1893,0.002159916,1.0
1894,0.004921973,1.0
1895,0.005182597,1.0
1896,0.004018032,1.0
1897,0.0026315376,1.0
1898,0.0047070943,1.0
1899,0.0033811661,1.0
1900,0.0028923072,1.0
1901,0.0033645318,1.0
1902,0.0031671333,1.0
1903,0.0067212284,0.996875
1904,0.004198552,1.0
1905,0.002905783,1.0
1906,0.0050895447,1.0
1907,0.0031903652,1.0
1908,0.006171958,1.0
1909,0.0027098074,1.0
1910,0.0031110968,1.0
1911,0.0018691992,1.0
1912,0.0055187596,1.0
1913,0.0054721115,1.0
1914,0.0024225994,1.0
1915,0.009734601,0.99375
1916,0.0035622742,1.0
1917,0.003329716,1.0
1918,0.003393653,1.0
1919,0.0041808994,1.0
1920,0.0024451627,1.0
1921,0.0033821054,1.0
1922,0.0022885944,1.0
1923,0.0025230644,1.0
1924,0.0028817584,1.0
1925,0.0024626385,1.0
1926,0.0024504643,1.0
1927,0.0042293733,1.0
1928,0.0019883986,1.0
1929,0.0052947854,1.0
1930,0.0038161897,1.0
1931,0.003010929,1.0
1932,0.0018297953,1.0
1933,0.004113635,1.0
1934,0.0032029138,1.0
1935,0.001718754,1.0
1936,0.005760052,1.0
1937,0.0027295277,1.0
1938,0.0014222892,1.0
1939,0.0024781737,1.0
1940,0.0029606274,1.0
1941,0.0030256535,1.0
1942,0.0022959947,1.0
1943,0.00309208,1.0
1944,0.002570786,1.0
1945,0.0031094863,1.0
1946,0.0036950961,1.0
1947,0.0033242865,1.0
1948,0.003353314,1.0
1949,0.0031178638,1.0
1950,0.00953313,0.99375
1951,0.0034403964,1.0
1952,0.007606619,0.996875
1953,0.0028300274,1.0
1954,0.005176767,0.996875
1955,0.0049992176,1.0
1956,0.004830833,1.0
1957,0.001588396,1.0
1958,0.0028776103,1.0
1959,0.0030349547,1.0
1960,0.0047069676,1.0
1961,0.0049825087,1.0
1962,0.0027340818,1.0
1963,0.005039314,1.0
1964,0.00154429,1.0
1965,0.003538028,1.0
1966,0.0035165376,1.0
1967,0.004791008,1.0
1968,0.0052044843,0.996875
1969,0.006948446,0.996875
1970,0.0030146877,1.0
1971,0.005589844,1.0
1972,0.0051295445,0.996875
1973,0.0033312999,1.0
1974,0.0023002217,1.0
1975,0.003105123,1.0
1976,0.003246418,1.0
1977,0.0029554446,1.0
1978,0.0032469549,1.0
1979,0.0020554997,1.0
1980,0.0035450682,1.0
1981,0.002321242,1.0
1982,0.0033605695,1.0
1983,0.002502618,1.0
1984,0.0032657527,1.0
1985,0.0018683225,1.0
1986,0.0012052677,1.0
1987,0.003852338,1.0
1988,0.0024489886,1.0
1989,0.004525352,1.0
1990,0.0021533065,1.0
1991,0.002227111,1.0
1992,0.0027272403,1.0
1993,0.0026003798,1.0
1994,0.003840886,1.0
1995,0.0010918153,1.0
1996,0.0017549489,1.0
1997,0.0055278675,1.0
1998,0.0011690327,1.0
1999,0.0029916756,1.0
2000,0.0024026472,1.0
2001,0.0019125972,1.0
2002,0.005398568,1.0
2003,0.0031659722,1.0
2004,0.0025325506,1.0
2005,0.002918568,1.0
2006,0.0019629267,1.0
2007,0.0016622462,1.0
2008,0.0095549775,0.996875
2009,0.004391325,1.0
2010,0.0032312716,1.0
2011,0.0030283325,1.0
2012,0.0016754396,1.0
2013,0.0022400245,1.0
2014,0.0019658636,1.0
2015,0.0022326927,1.0
2016,0.0024836676,1.0
2017,0.0038836133,1.0
2018,0.0019301269,1.0
2019,0.0054263244,1.0
2020,0.0024225935,1.0
2021,0.0015635558,1.0
2022,0.0019602384,1.0
2023,0.0028542536,1.0
2024,0.0027285828,1.0
2025,0.0052418145,1.0
2026,0.0025621313,1.0
2027,0.003410609,1.0
2028,0.002784642,1.0
2029,0.0027563623,1.0
2030,0.0016844021,1.0
2031,0.0016045574,1.0
2032,0.0071737515,0.996875
2033,0.0016111347,1.0
2034,0.002263225,1.0
2035,0.0026198577,1.0
2036,0.005234901,1.0
2037,0.00216584,1.0
2038,0.002526551,1.0
2039,0.0029436585,1.0
2040,0.001419526,1.0
2041,0.0014959776,1.0
2042,0.0036029506,1.0
2043,0.0028584513,1.0
2044,0.0031520934,1.0
2045,0.001993082,1.0
2046,0.002062695,1.0
2047,0.0018175368,1.0
2048,0.0017199737,1.0
2049,0.0032025508,1.0
2050,0.0011711852,1.0
2051,0.002229123,1.0
2052,0.0026265301,1.0
2053,0.0018479226,1.0
2054,0.0018929146,1.0
2055,0.0015753626,1.0
2056,0.00469594,1.0
2057,0.0042250017,1.0
2058,0.0018522103,1.0
2059,0.0012650244,1.0
2060,0.0016692581,1.0
2061,0.0007590118,1.0
2062,0.002896099,1.0
2063,0.0021234886,1.0
2064,0.001947447,1.0
2065,0.002595494,1.0
2066,0.004534568,1.0
2067,0.0037360266,1.0
2068,0.0018153249,1.0
2069,0.004490799,0.996875
2070,0.0015694518,1.0
2071,0.0030520386,1.0
2072,0.0014401458,1.0
2073,0.0037928869,1.0
2074,0.0032147754,1.0
2075,0.0015665799,1.0
2076,0.0037122457,1.0
2077,0.0025131896,1.0
2078,0.0013413718,1.0
2079,0.0020511732,1.0
2080,0.0013355635,1.0
2081,0.002792571,1.0
2082,0.0025861931,1.0
2083,0.0017669447,1.0
2084,0.0055557783,1.0
2085,0.0012117143,1.0
2086,0.0024043669,1.0
2087,0.0038178177,1.0
2088,0.003054244,1.0
2089,0.0013886756,1.0
2090,0.0029003501,1.0
2091,0.0022666315,1.0
2092,0.0016402702,1.0
2093,0.0019542188,1.0
2094,0.0018566087,1.0
2095,0.0012715876,1.0
2096,0.0013053737,1.0
2097,0.003899457,1.0
2098,0.002410988,1.0
2099,0.0020328034,1.0
2100,0.002592878,1.0
2101,0.0019131892,1.0
2102,0.0015383279,1.0
2103,0.001056958,1.0
2104,0.0014267963,1.0
2105,0.0017614756,1.0
