epcho,loss,acc
313,8.847355e-05,1.0
314,0.00055640674,1.0
315,5.021734e-05,1.0
316,9.6324104e-05,1.0
317,0.00010787451,1.0
318,7.826809e-05,1.0
319,3.30712e-05,1.0
320,0.00014594136,1.0
321,6.45828e-05,1.0
322,3.0399411e-05,1.0
323,5.8121805e-05,1.0
324,4.0425635e-05,1.0
325,4.42721e-05,1.0
326,7.756361e-05,1.0
327,4.188115e-05,1.0
328,0.0002760017,1.0
329,2.9309047e-05,1.0
330,4.1628045e-05,1.0
331,7.531961e-05,1.0
332,5.3740987e-05,1.0
333,0.00025669887,1.0
334,0.00025319037,1.0
335,9.2017035e-05,1.0
336,2.7014074e-05,1.0
337,0.00018782352,1.0
338,0.00042573526,1.0
339,0.00012497231,1.0
340,3.6909194e-05,1.0
341,4.6706227e-05,1.0
342,8.5931155e-05,1.0
343,4.028946e-05,1.0
344,4.750503e-05,1.0
345,0.00011021974,1.0
346,4.9110637e-05,1.0
347,0.00012651118,1.0
348,2.9248651e-05,1.0
349,6.4251e-05,1.0
350,3.6817444e-05,1.0
351,8.067789e-05,1.0
352,5.844247e-05,1.0
353,8.199909e-05,1.0
354,6.20859e-05,1.0
355,6.954261e-05,1.0
356,6.6140274e-05,1.0
357,0.0002449977,1.0
358,4.3064912e-05,1.0
359,0.000124489,1.0
360,0.00074072846,1.0
361,4.4326152e-05,1.0
362,5.043947e-05,1.0
363,3.185633e-05,1.0
364,0.00015107458,1.0
365,0.00010187563,1.0
366,2.0169688e-05,1.0
367,3.3665165e-05,1.0
368,3.886079e-05,1.0
369,9.28137e-05,1.0
370,9.703309e-05,1.0
371,5.997959e-05,1.0
372,7.58652e-05,1.0
373,4.835367e-05,1.0
374,7.071338e-05,1.0
375,3.3158285e-05,1.0
376,5.4839144e-05,1.0
377,6.822348e-05,1.0
378,3.5015913e-05,1.0
379,0.0001319743,1.0
380,0.00011785746,1.0
381,2.3340172e-05,1.0
382,2.8536446e-05,1.0
383,7.423291e-05,1.0
384,4.374845e-05,1.0
385,2.9562954e-05,1.0
386,9.4510724e-05,1.0
387,2.5267838e-05,1.0
388,6.478811e-05,1.0
389,6.196778e-05,1.0
390,6.600253e-05,1.0
391,7.61825e-05,1.0
392,2.1866716e-05,1.0
393,8.2519175e-05,1.0
394,3.8346177e-05,1.0
395,3.5568908e-05,1.0
396,4.137503e-05,1.0
397,0.00017671396,1.0
398,4.1036452e-05,1.0
399,8.369806e-05,1.0
400,0.00017143453,1.0
