epcho,loss,acc
897,0.04559251,0.996875
898,0.059583515,0.98125
899,0.048613675,0.996875
900,0.051924843,0.9875
901,0.044959992,0.984375
902,0.053153295,0.984375
903,0.04652933,0.99375
904,0.05062278,0.990625
905,0.039559253,0.996875
906,0.043937378,0.996875
907,0.038698714,0.99375
908,0.04939635,0.990625
909,0.054826505,0.984375
910,0.058634877,0.98125
911,0.06161809,0.975
912,0.056009702,0.975
913,0.049824007,0.990625
914,0.05890909,0.990625
915,0.048721097,0.99375
916,0.04221152,0.996875
917,0.03791491,1.0
918,0.039952647,0.99375
919,0.04760515,0.990625
920,0.043195177,0.984375
921,0.048565026,0.990625
922,0.059460353,0.978125
923,0.041345924,0.996875
924,0.043287784,0.990625
925,0.05162437,0.9875
926,0.038774453,0.990625
927,0.04216116,0.996875
928,0.05028066,0.9875
929,0.06433524,0.9875
930,0.06192354,0.98125
931,0.042054795,0.990625
932,0.045976974,0.99375
933,0.04142691,0.99375
934,0.040700357,0.984375
935,0.030766403,0.996875
936,0.05454942,0.978125
937,0.04426358,0.996875
938,0.03011449,1.0
939,0.058786053,0.9875
940,0.041273598,0.996875
941,0.04808887,0.990625
942,0.04818672,0.990625
943,0.040680557,0.990625
944,0.04671789,0.996875
945,0.052832417,0.98125
946,0.04967768,0.98125
947,0.06393098,0.98125
948,0.044682734,0.99375
949,0.043995697,1.0
950,0.043123767,0.9875
951,0.045681626,0.990625
952,0.040872805,0.990625
953,0.04588956,0.99375
954,0.0427177,0.990625
955,0.05235962,0.984375
956,0.027779678,0.996875
957,0.037263215,0.990625
958,0.055855803,0.990625
959,0.053559892,0.99375
960,0.029328186,1.0
961,0.044106655,0.990625
962,0.038666118,0.99375
963,0.044165235,0.984375
964,0.0459903,0.9875
965,0.047120787,0.990625
966,0.036398698,0.99375
967,0.03923331,0.990625
968,0.047212042,0.996875
969,0.038070865,0.996875
970,0.038906537,0.99375
971,0.056863327,0.98125
972,0.043634556,0.9875
973,0.029877309,0.996875
974,0.049540002,0.98125
975,0.03381955,1.0
976,0.03571213,0.996875
977,0.037538283,0.99375
978,0.037106592,1.0
979,0.026578283,0.996875
980,0.03254364,0.996875
981,0.05073142,0.984375
982,0.041615058,0.9875
983,0.048836906,0.984375
984,0.031021964,1.0
985,0.044426985,0.9875
986,0.043037653,0.99375
987,0.04883012,0.990625
988,0.035947934,0.990625
989,0.031099457,0.996875
990,0.04038579,0.9875
991,0.030157322,0.99375
992,0.041942112,0.984375
993,0.034180216,0.99375
994,0.034683965,0.996875
995,0.024151448,1.0
996,0.03921786,0.99375
997,0.045490973,0.99375
998,0.043993462,0.984375
999,0.046789583,0.9875
1000,0.04169316,0.990625
1001,0.04920106,0.990625
1002,0.06190125,0.990625
1003,0.05037855,0.984375
1004,0.04447372,0.990625
1005,0.036901988,0.9875
1006,0.029046541,0.996875
1007,0.039881814,0.9875
1008,0.033470917,0.99375
1009,0.03201305,0.99375
1010,0.039695214,0.99375
1011,0.038655665,0.990625
1012,0.040576078,0.990625
1013,0.029268786,0.99375
1014,0.030397624,0.996875
1015,0.028023893,1.0
1016,0.047635786,0.99375
1017,0.04019945,0.996875
1018,0.03304939,1.0
1019,0.02412959,0.996875
1020,0.031659216,1.0
1021,0.03020752,0.99375
1022,0.042643882,0.9875
1023,0.042688955,0.990625
1024,0.02860124,1.0
1025,0.032596402,0.996875
1026,0.031272717,1.0
1027,0.03208495,0.9875
1028,0.022306096,0.996875
1029,0.03286072,0.996875
1030,0.033093672,0.99375
1031,0.041283563,0.990625
1032,0.030814687,0.996875
1033,0.031424988,0.990625
1034,0.03787166,0.990625
1035,0.055556405,0.9875
1036,0.02872708,0.996875
1037,0.034506492,0.996875
1038,0.030739019,0.996875
1039,0.020378182,0.996875
1040,0.03392429,0.9875
1041,0.021525685,0.996875
1042,0.024277389,1.0
1043,0.030176064,0.99375
1044,0.04218583,0.99375
1045,0.034739256,1.0
1046,0.036995523,0.9875
1047,0.036374923,0.990625
1048,0.02338041,0.996875
1049,0.023932904,0.996875
1050,0.02601496,1.0
1051,0.028100694,0.996875
1052,0.024547275,0.99375
1053,0.019225756,0.996875
1054,0.028865922,0.996875
1055,0.020908356,0.996875
1056,0.049005628,0.98125
1057,0.036298487,0.990625
1058,0.038205214,0.99375
1059,0.03872772,0.990625
1060,0.024095187,0.996875
1061,0.034078263,1.0
1062,0.034210246,1.0
1063,0.041719444,0.990625
1064,0.028415775,1.0
1065,0.0379305,0.98125
1066,0.04338374,0.99375
1067,0.03547145,0.9875
1068,0.03152042,0.996875
1069,0.027858252,0.996875
1070,0.018876437,1.0
1071,0.034028016,0.996875
1072,0.03895825,0.996875
1073,0.03956153,0.99375
1074,0.038290005,0.990625
1075,0.029010158,0.996875
1076,0.04089459,0.9875
1077,0.028896589,0.99375
1078,0.032289177,0.99375
1079,0.033438288,0.99375
1080,0.025261443,1.0
